"nuts2_code","country_code","year","fertility","poverty","family_exp"
"CZ08","CZ",2019,1.66,15.1,94.56
"DK01","DK",2017,1.67,18.9,406.28
"DK02","DK",2017,1.83,17.9,406.28
"DK03","DK",2017,1.82,17.6,406.28
"DK04","DK",2017,1.83,16,406.28
"DK05","DK",2017,1.81,18.4,406.28
"DK01","DK",2018,1.65,19.6,406.22
"DK02","DK",2018,1.83,16.8,406.22
"DK03","DK",2018,1.78,15.7,406.22
"DK04","DK",2018,1.81,15.8,406.22
"DK05","DK",2018,1.77,19.2,406.22
"DK01","DK",2019,1.66,18.2,404.48
"DK02","DK",2019,1.76,14.3,404.48
"DK03","DK",2019,1.73,18.1,404.48
"DK04","DK",2019,1.75,17,404.48
"DK05","DK",2019,1.75,17.7,404.48
"EL30","EL",2018,1.36,27,2166.21
"EL41","EL",2018,1.63,31.9,2166.21
"EL42","EL",2018,1.54,31.6,2166.21
"EL43","EL",2018,1.52,34.8,2166.21
"EL51","EL",2018,1.32,33.5,2166.21
"EL52","EL",2018,1.28,29.3,2166.21
"EL53","EL",2018,1.26,36.5,2166.21
"EL54","EL",2018,1.22,31.1,2166.21
"EL61","EL",2018,1.32,32.9,2166.21
"EL62","EL",2018,1.6,26.2,2166.21
"EL63","EL",2018,1.29,41.1,2166.21
"EL64","EL",2018,1.23,28.7,2166.21
"EL65","EL",2018,1.35,29.2,2166.21
"EL30","EL",2019,1.35,24.5,1605.14
"EL41","EL",2019,1.6,30.7,1605.14
"EL42","EL",2019,1.62,30.1,1605.14
"EL43","EL",2019,1.54,30.5,1605.14
"EL51","EL",2019,1.3,34,1605.14
"EL52","EL",2019,1.27,30.6,1605.14
"EL53","EL",2019,1.26,33.6,1605.14
"EL54","EL",2019,1.24,26.8,1605.14
"EL61","EL",2019,1.28,28.3,1605.14
"EL62","EL",2019,1.55,22.3,1605.14
"EL63","EL",2019,1.32,39.8,1605.14
"EL64","EL",2019,1.12,28.3,1605.14
"EL65","EL",2019,1.32,35.1,1605.14
"ES11","ES",2017,1.11971,23,3388.64
"ES12","ES",2017,1.0277,17.8,3388.64
"ES13","ES",2017,1.16135,20.5,3388.64
"ES21","ES",2017,1.3205,15,3388.64
"ES22","ES",2017,1.4463,13.2,3388.64
"ES23","ES",2017,1.33934,13.9,3388.64
"ES24","ES",2017,1.32689,16.2,3388.64
"ES30","ES",2017,1.31942,21.7,3388.64
"ES41","ES",2017,1.14147,19.2,3388.64
"ES42","ES",2017,1.30795,34.9,3388.64
"ES43","ES",2017,1.28931,44.9,3388.64
"ES51","ES",2017,1.36858,20.2,3388.64
"ES52","ES",2017,1.29225,31.9,3388.64
"ES53","ES",2017,1.24946,25.2,3388.64
"ES61","ES",2017,1.35638,39,3388.64
"ES62","ES",2017,1.54678,35.6,3388.64
"ES63","ES",2017,1.79543,46.9,3388.64
"ES64","ES",2017,2.2558,30.2,3388.64
"ES70","ES",2017,1.07193,39.9,3388.64
"ES11","ES",2018,1.04073,24.1,3565.04
"ES12","ES",2018,1.02771,21.8,3565.04
"ES13","ES",2018,1.11039,24.4,3565.04
"ES21","ES",2018,1.27534,12.2,3565.04
"ES22","ES",2018,1.37788,13.1,3565.04
"ES23","ES",2018,1.23376,19.1,3565.04
"ES24","ES",2018,1.28449,17.8,3565.04
"ES30","ES",2018,1.26087,20.9,3565.04
"ES41","ES",2018,1.14267,19.8,3565.04
"ES42","ES",2018,1.26129,33.4,3565.04
"ES43","ES",2018,1.21358,43.7,3565.04
"ES51","ES",2018,1.30934,18.9,3565.04
"ES52","ES",2018,1.23939,30.7,3565.04
"ES53","ES",2018,1.24665,17.3,3565.04
"ES61","ES",2018,1.31519,41.7,3565.04
"ES62","ES",2018,1.52629,33.2,3565.04
"ES63","ES",2018,1.68002,48.9,3565.04
"ES64","ES",2018,2.26992,23.5,3565.04
"ES70","ES",2018,1.00946,39.2,3565.04
"ES11","ES",2019,1.01814,24.2,3826.99
"ES12","ES",2019,0.95664,25,3826.99
"ES13","ES",2019,1.06379,19.8,3826.99
"ES21","ES",2019,1.24932,15,3826.99
"ES22","ES",2019,1.38361,12.4,3826.99
"ES23","ES",2019,1.30172,15.8,3826.99
"ES24","ES",2019,1.25335,20.5,3826.99
"ES30","ES",2019,1.21957,20.2,3826.99
"ES41","ES",2019,1.12497,16.8,3826.99
"ES42","ES",2019,1.24287,31,3826.99
"ES43","ES",2019,1.2167,36.9,3826.99
"ES51","ES",2019,1.26909,18.8,3826.99
"ES52","ES",2019,1.23134,28.2,3826.99
"ES53","ES",2019,1.17358,16.5,3826.99
"ES61","ES",2019,1.30586,39.3,3826.99
"ES62","ES",2019,1.49064,33.4,3826.99
"ES63","ES",2019,1.48046,49,3826.99
"ES64","ES",2019,2.0991,39.7,3826.99
"ES70","ES",2019,0.96995,38.3,3826.99
"FI1B","FI",2017,1.38,12,0
"FI1C","FI",2017,1.47,16.1,0
"FI1D","FI",2017,1.63,17.9,0
"FI1B","FI",2018,1.33,11.1,0
"FI1C","FI",2018,1.36,17.1,0
"FI1D","FI",2018,1.53,20.3,0
"FI1B","FI",2019,1.28,9.4,0
"FI1C","FI",2019,1.3,14.7,0
"FI1D","FI",2019,1.44,17.8,0
"HR03","HR",2017,1.39,21.6,185.57
"HR04","HR",2017,1.43,24.8,185.57
"HR03","HR",2018,1.43,21.2,182.03
"HR04","HR",2018,1.49,22.6,182.03
"HR03","HR",2019,1.42,19.4,192.78
"HR04","HR",2019,1.49,21.6,192.78
"HU21","HU",2017,1.55,20.1,101.6
"HU22","HU",2017,1.46,19.9,101.6
"HU23","HU",2017,1.55,30.4,101.6
"HU31","HU",2017,1.82,36.4,101.6
"HU32","HU",2017,1.7,28.4,101.6
"HU33","HU",2017,1.56,26.4,101.6
"HU11","HU",2018,1.21,16.5,151.48
"HU12","HU",2018,1.6,14.3,151.48
"HU21","HU",2018,1.52,15.2,151.48
"HU22","HU",2018,1.47,12.4,151.48
"HU23","HU",2018,1.57,26.7,151.48
"HU31","HU",2018,1.84,31.3,151.48
"HU32","HU",2018,1.69,27.1,151.48
"HU33","HU",2018,1.55,22.2,151.48
"HU11","HU",2019,1.19,17.1,100.12
"HU12","HU",2019,1.63,20.2,100.12
"HU21","HU",2019,1.55,12.1,100.12
"HU22","HU",2019,1.48,17,100.12
"HU23","HU",2019,1.58,25,100.12
"HU31","HU",2019,1.83,26.7,100.12
"HU32","HU",2019,1.73,26,100.12
"HU33","HU",2019,1.55,16.5,100.12
"IE04","IE",2017,1.88,25.9,1245.81
"IE05","IE",2017,1.84,24,1245.81
"IE06","IE",2017,1.7,20.2,1245.81
"IE04","IE",2018,1.89,25.2,1266.04
"IE05","IE",2018,1.85,22.6,1266.04
"IE06","IE",2018,1.66,17.9,1266.04
"IE04","IE",2019,1.87,26.4,1305.58
"IE05","IE",2019,1.76,21,1305.58
"IE06","IE",2019,1.64,17.4,1305.58
"ITC1","IT",2017,1.34908,18.4,10491
"ITC2","IT",2017,1.35592,17.2,10491
"ITC3","IT",2017,1.29024,19,10491
"ITC4","IT",2017,1.40535,16.9,10491
"ITF1","IT",2017,1.25286,28.2,10491
"ITF2","IT",2017,1.20144,35,10491
"ITF3","IT",2017,1.36197,43,10491
"ITF4","IT",2017,1.25093,36.7,10491
"ITF5","IT",2017,1.20013,31.9,10491
"ITF6","IT",2017,1.30506,43.9,10491
"ITG1","IT",2017,1.37181,48.9,10491
"ITG2","IT",2017,1.07838,37.2,10491
"ITH1","IT",2017,1.74689,6.3,10491
"ITH2","IT",2017,1.4863,17.1,10491
"ITH3","IT",2017,1.36698,13,10491
"ITH4","IT",2017,1.31574,13.1,10491
"ITH5","IT",2017,1.36091,15,10491
"ITI1","IT",2017,1.29473,17.4,10491
"ITI2","IT",2017,1.25818,16.1,10491
"ITI3","IT",2017,1.26097,20.9,10491
"ITI4","IT",2017,1.30127,26.7,10491
"ITC1","IT",2018,1.29684,18.4,10337
"ITC2","IT",2018,1.38873,13.1,10337
"ITC3","IT",2018,1.24387,18.1,10337
"ITC4","IT",2018,1.36258,14.9,10337
"ITF1","IT",2018,1.2048,25.8,10337
"ITF2","IT",2018,1.10607,25,10337
"ITF3","IT",2018,1.32915,48.9,10337
"ITF4","IT",2018,1.23363,35.8,10337
"ITF5","IT",2018,1.1411,35.2,10337
"ITF6","IT",2018,1.2891,40.7,10337
"ITG1","IT",2018,1.37221,49.5,10337
"ITG2","IT",2018,1.03521,33.6,10337
"ITH1","IT",2018,1.72907,12.7,10337
"ITH2","IT",2018,1.4505,18.8,10337
"ITH3","IT",2018,1.34451,13.2,10337
"ITH4","IT",2018,1.28507,12.2,10337
"ITH5","IT",2018,1.348,14,10337
"ITI1","IT",2018,1.2608,17.9,10337
"ITI2","IT",2018,1.22402,17,10337
"ITI3","IT",2018,1.22736,16.1,10337
"ITI4","IT",2018,1.25317,25.7,10337
"ITC1","IT",2019,1.27,16.3,10409
"ITC2","IT",2019,1.31,8.6,10409
"ITC3","IT",2019,1.21,17.5,10409
"ITC4","IT",2019,1.33,16.6,10409
"ITF1","IT",2019,1.17,24.4,10409
"ITF2","IT",2019,1.15,33.7,10409
"ITF3","IT",2019,1.31,48.2,10409
"ITF4","IT",2019,1.2,37,10409
"ITF5","IT",2019,1.15,33,10409
"ITF6","IT",2019,1.26,34.8,10409
"ITG1","IT",2019,1.33,45.4,10409
"ITG2","IT",2019,1,27.4,10409
"ITH1","IT",2019,1.71,10.4,10409
"ITH2","IT",2019,1.42,11.4,10409
"ITH3","IT",2019,1.29,10.3,10409
"ITH4","IT",2019,1.25,13.5,10409
"ITH5","IT",2019,1.3,14,10409
"ITI1","IT",2019,1.21,18.4,10409
"ITI2","IT",2019,1.2,12.3,10409
"ITI3","IT",2019,1.19,18.5,10409
"ITI4","IT",2019,1.18,24.1,10409
"LT01","LT",2017,1.49406,23.1,44.32
"LT02","LT",2017,1.59857,32.4,44.32
"LT01","LT",2018,1.48992,22.2,19.52
"LT02","LT",2018,1.54059,31.1,19.52
"LT01","LT",2019,1.35689,20.2,19.92
"LT02","LT",2019,1.46291,27.6,19.92
"NL11","NL",2017,1.45,21.8,2033
"NL12","NL",2017,1.77,17.7,2033
"NL13","NL",2017,1.77,16.8,2033
"NL21","NL",2017,1.72,16.4,2033
"NL22","NL",2017,1.7,15.2,2033
"NL23","NL",2017,1.72,17.4,2033
"NL31","NL",2017,1.68,14.9,2033
"NL32","NL",2017,1.52,16.7,2033
"NL33","NL",2017,1.64,19.3,2033
"NL34","NL",2017,1.76,12.7,2033
"NL41","NL",2017,1.61,14.1,2033
"NL42","NL",2017,1.48,15.8,2033
"NL11","NL",2018,1.39,22.1,1944
"NL12","NL",2018,1.71,16.3,1944
"NL13","NL",2018,1.68,14.8,1944
"NL21","NL",2018,1.69,15.7,1944
"NL22","NL",2018,1.66,15.2,1944
"NL23","NL",2018,1.78,15.6,1944
"NL31","NL",2018,1.63,13.5,1944
"NL32","NL",2018,1.49,17.2,1944
"NL33","NL",2018,1.61,19.6,1944
"NL34","NL",2018,1.72,14,1944
"NL41","NL",2018,1.58,13.4,1944
"NL42","NL",2018,1.45,16.9,1944
"NL11","NL",2019,1.41,23.9,2109
"NL12","NL",2019,1.75,16.5,2109
"NL13","NL",2019,1.73,14.7,2109
"NL21","NL",2019,1.68,15.6,2109
"NL22","NL",2019,1.65,14.6,2109
"NL23","NL",2019,1.77,16.2,2109
"NL31","NL",2019,1.62,15.1,2109
"NL32","NL",2019,1.46,17,2109
"NL33","NL",2019,1.6,19.4,2109
"NL34","NL",2019,1.73,14.8,2109
"NL41","NL",2019,1.55,13.8,2109
"NL42","NL",2019,1.43,15.5,2109
"NO01","NO",2017,1.54,15.6,601.83
"NO02","NO",2017,1.57,14.9,601.83
"NO03","NO",2017,1.6,12.7,601.83
"NO04","NO",2017,1.77,14.6,601.83
"NO05","NO",2017,1.7,17.2,601.83
"NO06","NO",2017,1.63,17.1,601.83
"NO07","NO",2017,1.59,17.1,601.83
"NO01","NO",2018,1.5,16.4,595.51
"NO02","NO",2018,1.51,15.1,595.51
"NO03","NO",2018,1.56,13.6,595.51
"NO04","NO",2018,1.68,17.5,595.51
"NO05","NO",2018,1.64,14.7,595.51
"NO06","NO",2018,1.53,15,595.51
"NO07","NO",2018,1.54,16.8,595.51
"NO01","NO",2019,1.47,16.2,591.19
"NO02","NO",2019,1.48,19.7,591.19
"NO03","NO",2019,1.53,14.5,591.19
"NO04","NO",2019,1.64,17.4,591.19
"NO05","NO",2019,1.6,13.2,591.19
"NO06","NO",2019,1.52,14.4,591.19
"NO07","NO",2019,1.49,16.2,591.19
"PL21","PL",2019,1.51,18.1,1344.35
"PL22","PL",2019,1.38,13,1344.35
"PL41","PL",2019,1.55,17.3,1344.35
"PL42","PL",2019,1.32,16.5,1344.35
"PL43","PL",2019,1.35,14.8,1344.35
"PL51","PL",2019,1.38,14.1,1344.35
"PL52","PL",2019,1.33,17.8,1344.35
"PL61","PL",2019,1.39,22.2,1344.35
"PL62","PL",2019,1.35,23.7,1344.35
"PL63","PL",2019,1.62,15,1344.35
"PL71","PL",2019,1.36,17.1,1344.35
"PL72","PL",2019,1.26,20.3,1344.35
"PL81","PL",2019,1.34,28.5,1344.35
"PL82","PL",2019,1.38,22.1,1344.35
"PL84","PL",2019,1.42,20.5,1344.35
"PL91","PL",2019,1.6,12.9,1344.35
"PL92","PL",2019,1.51,21.1,1344.35
"PT11","PT",2018,1.27667,23,1660.19
"PT15","PT",2018,1.64886,23.2,1660.19
"PT16","PT",2018,1.34243,22.8,1660.19
"PT17","PT",2018,1.62063,16.5,1660.19
"PT18","PT",2018,1.50266,21.1,1660.19
"PT20","PT",2018,1.39402,36.5,1660.19
"PT30","PT",2018,1.30193,31.9,1660.19
"PT11","PT",2019,1.28793,22.3,1750.83
"PT15","PT",2019,1.67784,22.7,1750.83
"PT16","PT",2019,1.36295,20.5,1750.83
"PT17","PT",2019,1.62614,17.5,1750.83
"PT18","PT",2019,1.54728,21.6,1750.83
"PT20","PT",2019,1.35461,36.7,1750.83
"PT30","PT",2019,1.3177,32,1750.83
"RO11","RO",2017,1.7,35.6,155.94
"RO12","RO",2017,1.88,29.7,155.94
"RO21","RO",2017,2.16,49.6,155.94
"RO22","RO",2017,1.89,52.4,155.94
"RO31","RO",2017,1.74,50.2,155.94
"RO32","RO",2017,1.52,31.8,155.94
"RO41","RO",2017,1.63,52.5,155.94
"RO42","RO",2017,1.58,31.8,155.94
"RO11","RO",2018,1.69,28.8,139.48
"RO12","RO",2018,1.84,27.6,139.48
"RO21","RO",2018,2.09,49.9,139.48
"RO22","RO",2018,1.84,50.3,139.48
"RO31","RO",2018,1.74,45.6,139.48
"RO32","RO",2018,1.53,28.2,139.48
"RO41","RO",2018,1.66,47.4,139.48
"RO42","RO",2018,1.6,24.2,139.48
"RO11","RO",2019,1.69,23.4,124.74
"RO12","RO",2019,1.85,28.2,124.74
"RO21","RO",2019,2.14,49.2,124.74
"RO22","RO",2019,1.84,49.5,124.74
"RO31","RO",2019,1.76,43.1,124.74
"RO32","RO",2019,1.55,21.7,124.74
"RO41","RO",2019,1.64,42.2,124.74
"RO42","RO",2019,1.58,24,124.74
"SE11","SE",2017,1.71,14.1,0
"SE12","SE",2017,1.8,16.7,0
"SE21","SE",2017,1.91,14,0
"SE22","SE",2017,1.78,21.9,0
"SE23","SE",2017,1.76,18.2,0
"SE31","SE",2017,1.89,20.3,0
"SE32","SE",2017,1.9,16.7,0
"SE33","SE",2017,1.73,15.3,0
"SE11","SE",2018,1.66,13.6,0
"SE12","SE",2018,1.76,16.5,0
"SE21","SE",2018,1.88,16.9,0
"SE22","SE",2018,1.76,26.2,0
"SE23","SE",2018,1.74,16.6,0
"SE31","SE",2018,1.89,19.5,0
"SE32","SE",2018,1.9,18.4,0
"SE33","SE",2018,1.69,17.4,0
"SE11","SE",2019,1.61,14.5,0
"SE12","SE",2019,1.72,18.4,0
"SE21","SE",2019,1.83,16.3,0
"SE22","SE",2019,1.72,24.7,0
"SE23","SE",2019,1.71,18.7,0
"SE31","SE",2019,1.78,18.2,0
"SE32","SE",2019,1.82,23.6,0
"SE33","SE",2019,1.7,16.3,0
"SI03","SI",2018,1.64,17.3,534.36
"SI04","SI",2018,1.58,13.3,534.36
"SI03","SI",2019,1.68,16.3,552.36
"SI04","SI",2019,1.55,10.8,552.36
"SK01","SK",2017,1.66,9.9,18.16
"SK02","SK",2017,1.34,12.9,18.16
"SK03","SK",2017,1.45,17.5,18.16
"SK04","SK",2017,1.65,20.1,18.16
"SK01","SK",2018,1.7,7.3,15.98
"SK02","SK",2018,1.35,10.7,15.98
"SK03","SK",2018,1.48,18.6,15.98
"SK04","SK",2018,1.66,20.6,15.98
"SK01","SK",2019,1.65,6.8,16.53
"SK02","SK",2019,1.4,10.2,16.53
"SK03","SK",2019,1.49,19.3,16.53
"SK04","SK",2019,1.69,19.7,16.53
"AL01","AL",2019,1.59,55.4,18.47
"AL02","AL",2019,1.28,49.2,18.47
"AL03","AL",2019,1.23,48.4,18.47
"BG31","BG",2017,1.85291,47.4,92.86
"BG32","BG",2017,1.71635,43,92.86
"BG33","BG",2017,1.68931,40.4,92.86
"BG34","BG",2017,2.10908,39.9,92.86
"BG41","BG",2017,1.45777,26,92.86
"BG42","BG",2017,1.79732,45,92.86
"BG31","BG",2018,1.88775,42,95.91
"BG32","BG",2018,1.75067,34.5,95.91
"BG33","BG",2018,1.73954,34.5,95.91
"BG34","BG",2018,2.10184,36.2,95.91
"BG41","BG",2018,1.46803,22.8,95.91
"BG42","BG",2018,1.83131,39.2,95.91
"BG31","BG",2019,1.90808,41.6,99
"BG32","BG",2019,1.77018,37.6,99
"BG33","BG",2019,1.83009,33.7,99
"BG34","BG",2019,2.15573,37.9,99
"BG41","BG",2019,1.53127,22.7,99
"BG42","BG",2019,1.87979,38.1,99
"CH01","CH",2017,1.52,20.4,858.89
"CH02","CH",2017,1.53,19.7,858.89
"CH03","CH",2017,1.52,17.3,858.89
"CH04","CH",2017,1.5,14.3,858.89
"CH05","CH",2017,1.54,17.9,858.89
"CH06","CH",2017,1.56,13.6,858.89
"CH07","CH",2017,1.37,34,858.89
"CH01","CH",2018,1.51,21.2,853.55
"CH02","CH",2018,1.53,19.1,853.55
"CH03","CH",2018,1.51,18.2,853.55
"CH04","CH",2018,1.47,11.9,853.55
"CH05","CH",2018,1.59,17.7,853.55
"CH06","CH",2018,1.59,12.5,853.55
"CH07","CH",2018,1.28,30.2,853.55
"CH01","CH",2019,1.47,26.1,873.45
"CH02","CH",2019,1.5,21.1,873.45
"CH03","CH",2019,1.5,18.8,873.45
"CH04","CH",2019,1.42,13.1,873.45
"CH05","CH",2019,1.53,17.2,873.45
"CH06","CH",2019,1.54,14.2,873.45
"CH07","CH",2019,1.26,26.7,873.45
"CZ01","CZ",2017,1.55,9.8,261.17
"CZ02","CZ",2017,1.79,11,261.17
"CZ03","CZ",2017,1.7,9.3,261.17
"CZ04","CZ",2017,1.67,16.1,261.17
"CZ05","CZ",2017,1.7,10.1,261.17
"CZ06","CZ",2017,1.73,11,261.17
"CZ07","CZ",2017,1.67,11.2,261.17
"CZ08","CZ",2017,1.6,19.7,261.17
"CZ01","CZ",2018,1.56,8.3,282.23
"CZ02","CZ",2018,1.74,9.4,282.23
"CZ03","CZ",2018,1.72,9.4,282.23
"CZ04","CZ",2018,1.66,17,282.23
"CZ05","CZ",2018,1.74,11.6,282.23
"CZ06","CZ",2018,1.76,11.3,282.23
"CZ07","CZ",2018,1.71,12.5,282.23
"CZ08","CZ",2018,1.68,16,282.23
"CZ01","CZ",2019,1.52,7.7,288.43
"CZ02","CZ",2019,1.76,9.6,288.43
"CZ03","CZ",2019,1.72,9.3,288.43
"CZ04","CZ",2019,1.71,19.7,288.43
"CZ05","CZ",2019,1.76,12.4,288.43
"CZ06","CZ",2019,1.77,11.9,288.43
"CZ07","CZ",2019,1.67,12.8,288.43
"CZ08","CZ",2019,1.66,15.1,288.43
"DK01","DK",2017,1.67,18.9,1582.05
"DK02","DK",2017,1.83,17.9,1582.05
"DK03","DK",2017,1.82,17.6,1582.05
"DK04","DK",2017,1.83,16,1582.05
"DK05","DK",2017,1.81,18.4,1582.05
"DK01","DK",2018,1.65,19.6,1593.8
"DK02","DK",2018,1.83,16.8,1593.8
"DK03","DK",2018,1.78,15.7,1593.8
"DK04","DK",2018,1.81,15.8,1593.8
"DK05","DK",2018,1.77,19.2,1593.8
"DK01","DK",2019,1.66,18.2,1588.52
"DK02","DK",2019,1.76,14.3,1588.52
"DK03","DK",2019,1.73,18.1,1588.52
"DK04","DK",2019,1.75,17,1588.52
"DK05","DK",2019,1.75,17.7,1588.52
"EL30","EL",2018,1.36,27,78.17
"EL41","EL",2018,1.63,31.9,78.17
"EL42","EL",2018,1.54,31.6,78.17
"EL43","EL",2018,1.52,34.8,78.17
"EL51","EL",2018,1.32,33.5,78.17
"EL52","EL",2018,1.28,29.3,78.17
"EL53","EL",2018,1.26,36.5,78.17
"EL54","EL",2018,1.22,31.1,78.17
"EL61","EL",2018,1.32,32.9,78.17
"EL62","EL",2018,1.6,26.2,78.17
"EL63","EL",2018,1.29,41.1,78.17
"EL64","EL",2018,1.23,28.7,78.17
"EL65","EL",2018,1.35,29.2,78.17
"EL30","EL",2019,1.35,24.5,84.45
"EL41","EL",2019,1.6,30.7,84.45
"EL42","EL",2019,1.62,30.1,84.45
"EL43","EL",2019,1.54,30.5,84.45
"EL51","EL",2019,1.3,34,84.45
"EL52","EL",2019,1.27,30.6,84.45
"EL53","EL",2019,1.26,33.6,84.45
"EL54","EL",2019,1.24,26.8,84.45
"EL61","EL",2019,1.28,28.3,84.45
"EL62","EL",2019,1.55,22.3,84.45
"EL63","EL",2019,1.32,39.8,84.45
"EL64","EL",2019,1.12,28.3,84.45
"EL65","EL",2019,1.32,35.1,84.45
"ES11","ES",2017,1.11971,23,230.28
"ES12","ES",2017,1.0277,17.8,230.28
"ES13","ES",2017,1.16135,20.5,230.28
"ES21","ES",2017,1.3205,15,230.28
"ES22","ES",2017,1.4463,13.2,230.28
"ES23","ES",2017,1.33934,13.9,230.28
"ES24","ES",2017,1.32689,16.2,230.28
"ES30","ES",2017,1.31942,21.7,230.28
"ES41","ES",2017,1.14147,19.2,230.28
"ES42","ES",2017,1.30795,34.9,230.28
"ES43","ES",2017,1.28931,44.9,230.28
"ES51","ES",2017,1.36858,20.2,230.28
"ES52","ES",2017,1.29225,31.9,230.28
"ES53","ES",2017,1.24946,25.2,230.28
"ES61","ES",2017,1.35638,39,230.28
"ES62","ES",2017,1.54678,35.6,230.28
"ES63","ES",2017,1.79543,46.9,230.28
"ES64","ES",2017,2.2558,30.2,230.28
"ES70","ES",2017,1.07193,39.9,230.28
"ES11","ES",2018,1.04073,24.1,237.2
"ES12","ES",2018,1.02771,21.8,237.2
"ES13","ES",2018,1.11039,24.4,237.2
"ES21","ES",2018,1.27534,12.2,237.2
"ES22","ES",2018,1.37788,13.1,237.2
"ES23","ES",2018,1.23376,19.1,237.2
"ES24","ES",2018,1.28449,17.8,237.2
"ES30","ES",2018,1.26087,20.9,237.2
"ES41","ES",2018,1.14267,19.8,237.2
"ES42","ES",2018,1.26129,33.4,237.2
"ES43","ES",2018,1.21358,43.7,237.2
"ES51","ES",2018,1.30934,18.9,237.2
"ES52","ES",2018,1.23939,30.7,237.2
"ES53","ES",2018,1.24665,17.3,237.2
"ES61","ES",2018,1.31519,41.7,237.2
"ES62","ES",2018,1.52629,33.2,237.2
"ES63","ES",2018,1.68002,48.9,237.2
"ES64","ES",2018,2.26992,23.5,237.2
"ES70","ES",2018,1.00946,39.2,237.2
"ES11","ES",2019,1.01814,24.2,250.41
"ES12","ES",2019,0.95664,25,250.41
"ES13","ES",2019,1.06379,19.8,250.41
"ES21","ES",2019,1.24932,15,250.41
"ES22","ES",2019,1.38361,12.4,250.41
"ES23","ES",2019,1.30172,15.8,250.41
"ES24","ES",2019,1.25335,20.5,250.41
"ES30","ES",2019,1.21957,20.2,250.41
"ES41","ES",2019,1.12497,16.8,250.41
"ES42","ES",2019,1.24287,31,250.41
"ES43","ES",2019,1.2167,36.9,250.41
"ES51","ES",2019,1.26909,18.8,250.41
"ES52","ES",2019,1.23134,28.2,250.41
"ES53","ES",2019,1.17358,16.5,250.41
"ES61","ES",2019,1.30586,39.3,250.41
"ES62","ES",2019,1.49064,33.4,250.41
"ES63","ES",2019,1.48046,49,250.41
"ES64","ES",2019,2.0991,39.7,250.41
"ES70","ES",2019,0.96995,38.3,250.41
"FI1B","FI",2017,1.38,12,1076.93
"FI1C","FI",2017,1.47,16.1,1076.93
"FI1D","FI",2017,1.63,17.9,1076.93
"FI1B","FI",2018,1.33,11.1,1096.97
"FI1C","FI",2018,1.36,17.1,1096.97
"FI1D","FI",2018,1.53,20.3,1096.97
"FI1B","FI",2019,1.28,9.4,1119.92
"FI1C","FI",2019,1.3,14.7,1119.92
"FI1D","FI",2019,1.44,17.8,1119.92
"HR03","HR",2017,1.39,21.6,173.8
"HR04","HR",2017,1.43,24.8,173.8
"HR03","HR",2018,1.43,21.2,195.43
"HR04","HR",2018,1.49,22.6,195.43
"HR03","HR",2019,1.42,19.4,206.33
"HR04","HR",2019,1.49,21.6,206.33
"HU21","HU",2017,1.55,20.1,241.13
"HU22","HU",2017,1.46,19.9,241.13
"HU23","HU",2017,1.55,30.4,241.13
"HU31","HU",2017,1.82,36.4,241.13
"HU32","HU",2017,1.7,28.4,241.13
"HU33","HU",2017,1.56,26.4,241.13
"HU11","HU",2018,1.21,16.5,244.07
"HU12","HU",2018,1.6,14.3,244.07
"HU21","HU",2018,1.52,15.2,244.07
"HU22","HU",2018,1.47,12.4,244.07
"HU23","HU",2018,1.57,26.7,244.07
"HU31","HU",2018,1.84,31.3,244.07
"HU32","HU",2018,1.69,27.1,244.07
"HU33","HU",2018,1.55,22.2,244.07
"HU11","HU",2019,1.19,17.1,247.06
"HU12","HU",2019,1.63,20.2,247.06
"HU21","HU",2019,1.55,12.1,247.06
"HU22","HU",2019,1.48,17,247.06
"HU23","HU",2019,1.58,25,247.06
"HU31","HU",2019,1.83,26.7,247.06
"HU32","HU",2019,1.73,26,247.06
"HU33","HU",2019,1.55,16.5,247.06
"IE04","IE",2017,1.88,25.9,627.14
"IE05","IE",2017,1.84,24,627.14
"IE06","IE",2017,1.7,20.2,627.14
"IE04","IE",2018,1.89,25.2,624.23
"IE05","IE",2018,1.85,22.6,624.23
"IE06","IE",2018,1.66,17.9,624.23
"IE04","IE",2019,1.87,26.4,611.45
"IE05","IE",2019,1.76,21,611.45
"IE06","IE",2019,1.64,17.4,611.45
"ITC1","IT",2017,1.34908,18.4,145.68
"ITC2","IT",2017,1.35592,17.2,145.68
"ITC3","IT",2017,1.29024,19,145.68
"ITC4","IT",2017,1.40535,16.9,145.68
"ITF1","IT",2017,1.25286,28.2,145.68
"ITF2","IT",2017,1.20144,35,145.68
"ITF3","IT",2017,1.36197,43,145.68
"ITF4","IT",2017,1.25093,36.7,145.68
"ITF5","IT",2017,1.20013,31.9,145.68
"ITF6","IT",2017,1.30506,43.9,145.68
"ITG1","IT",2017,1.37181,48.9,145.68
"ITG2","IT",2017,1.07838,37.2,145.68
"ITH1","IT",2017,1.74689,6.3,145.68
"ITH2","IT",2017,1.4863,17.1,145.68
"ITH3","IT",2017,1.36698,13,145.68
"ITH4","IT",2017,1.31574,13.1,145.68
"ITH5","IT",2017,1.36091,15,145.68
"ITI1","IT",2017,1.29473,17.4,145.68
"ITI2","IT",2017,1.25818,16.1,145.68
"ITI3","IT",2017,1.26097,20.9,145.68
"ITI4","IT",2017,1.30127,26.7,145.68
"ITC1","IT",2018,1.29684,18.4,145.94
